3,1,1,25,2,2,1,1,2,1,1,1,2,2,4,819,0,28,868,0,28,0,28
3,1,2,25,2,2,1,1,2,1,3,NaN,NaN,NaN,NaN,929,0,31,1273,0,28,0,28
3,1,3,25,2,2,1,1,2,1,1,2,1,2,6,1938,0,30,1128,1,28,0,28
3,1,4,25,2,2,1,1,2,1,1,2,3,2,10,1741,0,29,1039,0,28,0,28
3,1,5,25,2,2,1,1,2,1,1,1,3,3,3,1785,0,30,975,0,28,0,28
3,1,6,25,2,2,1,1,2,1,1,1,2,4,2,1694,0,31,787,0,28,0,28
3,1,7,25,2,2,1,1,2,1,1,2,3,2,3,1354,0,29,928,1,30,0,28
3,1,8,25,2,2,1,1,2,1,1,2,2,2,1,1577,1,31,1376,0,30,0,28
3,1,9,25,2,2,1,1,2,1,3,NaN,NaN,NaN,NaN,1247,0,28,710,0,29,0,28
3,1,10,25,2,2,1,1,2,1,2,1,3,2,7,996,1,31,525,1,30,3,31
3,1,11,25,2,2,1,1,2,1,1,1,1,2,10,899,1,31,1642,1,28,1,29
3,1,12,25,2,2,1,1,2,1,1,2,3,2,7,1297,1,31,1510,0,28,0,28
3,1,13,25,2,2,1,1,2,1,1,2,3,3,4,1436,0,30,1044,1,30,0,28
3,1,14,25,2,2,1,1,2,1,1,2,3,3,6,824,1,29,652,0,28,0,28
3,1,15,25,2,2,1,1,2,1,1,2,1,4,6,920,0,31,1213,0,29,0,28
3,1,16,25,2,2,1,1,2,1,1,2,3,3,2,1450,0,30,1503,0,28,0,28
3,1,17,25,2,2,1,1,2,1,1,2,3,1,4,1006,1,30,1199,0,29,0,28
3,1,18,25,2,2,1,1,2,1,1,2,3,1,9,1094,0,28,859,0,28,0,28
3,1,19,25,2,2,1,1,2,1,1,1,1,2,1,805,0,29,619,1,28,0,28
3,1,20,25,2,2,1,1,2,1,3,NaN,NaN,NaN,NaN,1188,0,28,683,0,28,0,28
3,1,21,25,2,2,1,1,2,1,1,2,3,4,8,1374,0,30,1728,0,28,0,28
3,1,22,25,2,2,1,1,2,1,1,2,1,1,3,1569,0,29,922,1,28,0,28
3,1,23,25,2,2,1,1,2,1,3,NaN,NaN,NaN,NaN,1059,0,30,842,0,28,0,28
3,1,24,25,2,2,1,1,2,1,1,1,3,2,8,1559,0,30,1037,0,28,0,28
3,1,25,25,2,2,1,1,2,1,1,2,1,3,4,1990,0,28,1163,1,28,0,28
3,1,26,25,2,2,1,1,2,1,1,1,3,1,5,1279,1,30,723,0,28,0,28
3,1,27,25,2,2,1,1,2,1,1,1,3,1,6,800,0,31,855,0,28,0,28
3,1,28,25,2,2,1,1,2,1,1,1,3,3,5,966,1,29,924,0,28,0,28
3,1,29,25,2,2,1,1,2,1,1,2,1,3,7,1642,0,30,955,1,28,0,28
3,1,30,25,2,2,1,1,2,1,1,1,1,1,2,1786,0,29,800,1,28,0,28
3,1,31,25,2,2,1,1,2,1,1,1,1,2,6,913,1,31,727,0,30,0,28
3,1,32,25,2,2,1,1,2,1,1,1,3,2,2,561,0,28,1189,0,29,0,28
3,1,33,25,2,2,1,1,2,1,1,1,2,3,4,1108,0,30,972,0,28,0,28
3,1,34,25,2,2,1,1,2,1,1,1,1,2,7,736,0,29,658,0,29,0,28
3,1,35,25,2,2,1,1,2,1,1,2,2,1,8,1026,1,30,441,0,28,0,28
3,1,36,25,2,2,1,1,2,1,3,NaN,NaN,NaN,NaN,1283,0,31,1161,0,29,0,28
3,1,37,25,2,2,1,1,2,1,1,1,2,2,10,1200,0,28,788,0,30,0,28
3,1,38,25,2,2,1,1,2,1,3,NaN,NaN,NaN,NaN,1425,0,30,424,0,28,0,28
3,1,39,25,2,2,1,1,2,1,1,2,3,3,1,810,1,29,1233,0,29,0,28
3,1,40,25,2,2,1,1,2,1,1,1,1,4,7,947,0,30,425,1,28,0,28
3,1,41,25,2,2,1,1,2,1,1,2,1,1,1,1047,0,28,656,1,28,0,28
3,1,42,25,2,2,1,1,2,1,1,2,2,2,4,1585,0,29,774,0,28,0,28
3,1,43,25,2,2,1,1,2,1,1,1,2,4,5,1136,0,29,615,0,30,0,28
3,1,44,25,2,2,1,1,2,1,1,1,3,1,10,1441,0,31,500,0,28,0,28
3,1,45,25,2,2,1,1,2,1,1,2,2,1,2,1115,0,28,559,0,28,0,28
3,1,46,25,2,2,1,1,2,1,1,1,3,3,10,1812,1,29,681,0,28,0,28
3,1,47,25,2,2,1,1,2,1,1,2,1,1,10,1176,0,28,1069,1,28,0,28
3,1,48,25,2,2,1,1,2,1,1,2,2,1,10,940,0,29,318,0,28,0,28
3,1,49,25,2,2,1,1,2,1,1,2,2,4,4,960,0,29,NaN,NaN,31,1,29
3,1,50,25,2,2,1,1,2,1,1,2,1,4,5,1735,0,30,1098,1,28,0,28
3,1,51,25,2,2,1,1,2,1,1,2,1,1,6,615,0,28,829,1,28,0,28
3,1,52,25,2,2,1,1,2,1,1,2,2,2,7,1425,1,31,618,0,28,0,28
3,1,53,25,2,2,1,1,2,1,1,2,2,4,6,585,0,29,332,0,28,0,28
3,1,54,25,2,2,1,1,2,1,1,2,1,3,5,912,1,29,325,1,28,0,28
3,1,55,25,2,2,1,1,2,1,1,2,3,2,8,1366,0,30,876,0,28,0,28
3,1,56,25,2,2,1,1,2,1,1,1,2,1,10,1105,1,30,889,0,28,0,28
3,1,57,25,2,2,1,1,2,1,1,1,3,1,9,612,0,28,267,0,28,0,28
3,1,58,25,2,2,1,1,2,1,1,2,3,1,1,1161,1,30,1229,0,28,0,28
3,1,59,25,2,2,1,1,2,1,1,2,1,3,10,903,1,29,317,1,28,0,28
3,1,60,25,2,2,1,1,2,1,2,2,1,1,3,842,1,30,687,1,28,3,31
3,1,61,25,2,2,1,1,2,1,1,1,1,3,5,562,1,29,1400,1,28,0,28
3,1,62,25,2,2,1,1,2,1,2,2,2,4,7,1210,1,28,413,1,29,3,31
3,1,63,25,2,2,1,1,2,1,1,2,2,2,8,1126,1,31,714,0,28,0,28
3,1,64,25,2,2,1,1,2,1,3,NaN,NaN,NaN,NaN,592,0,28,545,0,28,0,28
3,1,65,25,2,2,1,1,2,1,2,1,2,1,6,653,1,30,323,1,29,3,31
3,1,66,25,2,2,1,1,2,1,2,1,1,4,7,1317,1,28,672,1,28,3,31
3,1,67,25,2,2,1,1,2,1,1,2,3,3,7,1973,0,30,1672,0,28,0,28
3,1,68,25,2,2,1,1,2,1,1,1,3,4,3,624,0,31,952,0,28,0,28
3,1,69,25,2,2,1,1,2,1,1,1,1,3,9,743,0,30,431,1,28,0,28
3,1,70,25,2,2,1,1,2,1,1,1,3,2,1,1135,0,28,774,0,28,0,28
3,1,71,25,2,2,1,1,2,1,1,1,1,1,3,795,0,29,624,1,28,0,28
3,1,72,25,2,2,1,1,2,1,1,2,1,2,5,937,1,31,672,1,28,0,28
3,1,73,25,2,2,1,1,2,1,1,1,1,3,4,1253,0,28,571,1,28,0,28
3,1,74,25,2,2,1,1,2,1,1,1,2,4,8,1577,1,28,1215,0,28,0,28
3,1,75,25,2,2,1,1,2,1,2,2,3,1,9,1165,1,30,290,1,30,3,31
3,1,76,25,2,2,1,1,2,1,2,1,2,4,1,1281,1,28,455,1,29,0,28
3,1,77,25,2,2,1,1,2,1,1,2,2,3,10,1652,0,28,635,0,28,0,28
3,1,78,25,2,2,1,1,2,1,1,2,2,4,9,1501,1,28,724,0,28,0,28
3,1,79,25,2,2,1,1,2,1,3,NaN,NaN,NaN,NaN,921,0,31,378,0,28,0,28
3,1,80,25,2,2,1,1,2,1,1,1,2,1,7,1767,1,30,1501,0,28,0,28
3,1,81,25,2,2,1,1,2,1,2,1,3,3,10,1191,1,29,745,1,30,3,31
3,1,82,25,2,2,1,1,2,1,3,NaN,NaN,NaN,NaN,1637,0,30,845,0,28,0,28
3,1,83,25,2,2,1,1,2,1,2,1,3,4,1,525,1,28,498,1,30,0,28
3,1,84,25,2,2,1,1,2,1,3,NaN,NaN,NaN,NaN,1626,0,28,975,0,28,0,28
3,1,85,25,2,2,1,1,2,1,1,2,3,2,2,1196,0,29,916,0,28,0,28
3,1,86,25,2,2,1,1,2,1,1,2,3,1,3,861,1,30,550,0,28,0,28
3,1,87,25,2,2,1,1,2,1,1,2,1,2,1,739,0,28,809,1,28,0,28
3,1,88,25,2,2,1,1,2,1,3,NaN,NaN,NaN,NaN,1739,0,28,1057,0,28,0,28
3,1,89,25,2,2,1,1,2,1,1,1,1,3,8,930,1,29,845,1,28,0,28
3,1,90,25,2,2,1,1,2,1,1,1,3,3,7,1227,0,28,356,0,28,0,28
3,1,91,25,2,2,1,1,2,1,1,1,3,3,2,1254,0,31,603,0,28,0,28
3,1,92,25,2,2,1,1,2,1,1,1,1,2,4,1386,0,30,494,1,28,0,28
3,1,93,25,2,2,1,1,2,1,1,1,2,2,8,1128,0,28,657,0,28,0,28
3,1,94,25,2,2,1,1,2,1,3,NaN,NaN,NaN,NaN,840,0,30,944,0,28,0,28
3,1,95,25,2,2,1,1,2,1,1,2,3,1,6,1493,0,28,375,0,28,0,28
3,1,96,25,2,2,1,1,2,1,1,1,1,4,4,1135,1,28,613,1,28,0,28
3,2,97,25,2,2,1,1,2,1,1,2,3,4,1,NaN,NaN,NaN,1332,0,28,NaN,NaN
3,2,98,25,2,2,1,1,2,1,1,2,1,2,4,945,0,30,873,1,28,0,28
3,2,99,25,2,2,1,1,2,1,1,2,2,4,1,1308,0,31,771,0,28,0,28
3,2,100,25,2,2,1,1,2,1,2,1,1,3,4,603,1,29,701,1,28,3,31
