4,1,1,31,2,1,2,1,2,2,1,2,1,2,4,1627,0,28,1713,1,30,0,28
4,1,2,31,2,1,2,1,2,2,1,1,2,4,9,1708,1,28,1873,0,29,1,29
4,1,3,31,2,1,2,1,2,2,1,1,2,4,8,NaN,NaN,NaN,1728,0,30,0,28
4,1,4,31,2,1,2,1,2,2,1,1,2,3,4,NaN,NaN,NaN,215,0,29,1,29
4,1,5,31,2,1,2,1,2,2,1,1,3,1,5,1499,0,28,849,0,30,0,28
4,1,6,31,2,1,2,1,2,2,1,1,2,4,4,1568,1,28,1363,0,29,0,28
4,1,7,31,2,1,2,1,2,2,1,2,3,4,10,NaN,NaN,NaN,NaN,NaN,31,0,28
4,1,8,31,2,1,2,1,2,2,2,2,3,3,4,1710,1,29,885,1,29,3,31
4,1,9,31,2,1,2,1,2,2,1,2,1,1,6,NaN,NaN,NaN,876,1,30,1,29
4,1,10,31,2,1,2,1,2,2,1,1,2,4,2,NaN,NaN,NaN,16,1,28,1,29
4,1,11,31,2,1,2,1,2,2,1,1,2,2,6,NaN,NaN,NaN,NaN,NaN,31,1,29
4,1,12,31,2,1,2,1,2,2,3,NaN,NaN,NaN,NaN,1857,0,31,NaN,NaN,31,0,28
4,1,13,31,2,1,2,1,2,2,1,1,1,1,10,1566,1,30,871,0,29,1,29
4,1,14,31,2,1,2,1,2,2,1,2,2,4,5,1598,1,28,1782,0,29,1,29
4,1,15,31,2,1,2,1,2,2,1,2,1,2,7,1644,1,31,1874,1,30,1,29
4,1,16,31,2,1,2,1,2,2,2,2,3,4,5,1130,1,28,750,0,28,3,31
4,1,17,31,2,1,2,1,2,2,1,1,1,1,3,1438,1,30,918,0,29,1,29
4,1,18,31,2,1,2,1,2,2,3,NaN,NaN,NaN,NaN,1273,0,31,1154,0,30,0,28
4,1,19,31,2,1,2,1,2,2,3,NaN,NaN,NaN,NaN,1712,0,31,1062,0,30,0,28
4,1,20,31,2,1,2,1,2,2,3,NaN,NaN,NaN,NaN,1661,0,29,1761,0,30,0,28
4,1,21,31,2,1,2,1,2,2,1,2,3,2,5,1608,1,31,1393,0,30,1,29
4,1,22,31,2,1,2,1,2,2,1,2,1,2,10,1329,1,31,1609,0,29,1,29
4,1,23,31,2,1,2,1,2,2,1,2,3,3,4,NaN,NaN,NaN,23,1,29,1,29
4,1,24,31,2,1,2,1,2,2,1,2,1,3,6,1720,1,29,1905,1,30,1,29
4,1,25,31,2,1,2,1,2,2,1,1,3,3,5,1947,1,29,1521,0,30,1,29
4,1,26,31,2,1,2,1,2,2,1,2,1,2,9,1319,1,31,785,1,30,1,29
4,1,27,31,2,1,2,1,2,2,1,1,1,2,10,NaN,NaN,NaN,NaN,NaN,31,1,29
4,1,28,31,2,1,2,1,2,2,1,2,3,2,6,1481,1,31,452,0,30,0,28
4,1,29,31,2,1,2,1,2,2,1,2,1,2,3,1384,1,31,1185,1,30,1,29
4,1,30,31,2,1,2,1,2,2,1,1,1,4,4,1227,1,28,802,0,29,1,29
4,1,31,31,2,1,2,1,2,2,1,2,1,4,3,1590,1,28,570,1,30,0,28
4,1,32,31,2,1,2,1,2,2,1,2,2,2,4,NaN,NaN,NaN,NaN,NaN,31,2,30
4,1,33,31,2,1,2,1,2,2,1,2,3,3,6,1615,1,29,1226,0,30,1,29
